frequency,wind_speed,distance,wind_direction,flow_resistivity,Nord2000 (delhom),Acventum (delhom),BE2 (Iso9613),Iso9613 (windPro),Nord2000 (windPro)
8000,3,1000,180,12.5,-100.7,-292.245,-106.384,-109.745,-89.995
10000,3,1000,180,12.5,-150.1,-438.705,-109.103,-109.745,-118.295
50,5,1000,0,12.5,-4,3.045,2.937,2.875,-1.495
63,5,1000,0,12.5,-4.5,3.005,2.903,2.875,-3.795
80,5,1000,0,12.5,-4.2,2.955,2.812,2.875,-3.595
100,5,1000,0,12.5,-3.9,-0.115,-5.05,-5.185,-1.095
125,5,1000,0,12.5,-3.8,-0.235,-5.194,-5.185,1.905
160,5,1000,0,12.5,-3.9,-0.395,-5.443,-5.185,2.205
200,5,1000,0,12.5,-4.2,-0.595,-6.923,-7.205,-0.195
250,5,1000,0,12.5,-4.4,-0.835,-7.164,-7.205,-0.895
315,5,1000,0,12.5,-4.7,-1.115,-7.583,-7.205,-1.595
400,5,1000,0,12.5,-4.9,-1.425,-4.186,-4.565,0.105
500,5,1000,0,12.5,-5.3,-1.735,-4.562,-4.565,-3.095
630,5,1000,0,12.5,-5.6,-2.095,-4.994,-4.565,-4.295
800,5,1000,0,12.5,-6,-2.565,-3.471,-4.255,-4.595
1000,5,1000,0,12.5,-6.6,-3.145,-4.295,-4.255,-3.195
1250,5,1000,0,12.5,-7.6,-4.005,-5.386,-4.255,-7.595
1600,5,1000,0,12.5,-8.7,-5.455,-6.975,-9.615,-7.995
2000,5,1000,0,12.5,-11.2,-7.525,-9.595,-9.615,-7.095
2500,5,1000,0,12.5,-15,-10.715,-13.765,-9.615,-15.395
3150,5,1000,0,12.5,-20.7,-15.895,-20.393,-30.685,-21.495
4000,5,1000,0,12.5,-29.6,-24.355,-30.665,-30.685,-28.895
5000,5,1000,0,12.5,-44.5,-36.705,-46.843,-30.685,-42.695
6300,5,1000,0,12.5,-65.2,-56.395,-71.674,-109.745,-64.395
8000,5,1000,0,12.5,-95.9,-87.775,-106.384,-109.745,-86.395
10000,5,1000,0,12.5,-143.2,-131.715,-109.103,-109.745,-115.095
50,5,1000,90,12.5,-4,3.005,2.937,2.875,0.705
63,5,1000,90,12.5,-4.5,2.995,2.903,2.875,-1.895
80,5,1000,90,12.5,-4.2,2.985,2.812,2.875,-3.695
100,5,1000,90,12.5,-3.9,-0.035,-5.05,-5.185,-3.095
125,5,1000,90,12.5,-3.8,-0.065,-5.194,-5.185,-0.395
160,5,1000,90,12.5,-3.9,-0.115,-5.443,-5.185,1.905
200,5,1000,90,12.5,-4.2,-0.175,-6.923,-7.205,2.505
250,5,1000,90,12.5,-4.5,-0.235,-7.164,-7.205,-0.095
315,5,1000,90,12.5,-4.7,-0.315,-7.583,-7.205,-3.595
400,5,1000,90,12.5,-4.9,-0.395,-4.186,-4.565,0.205
500,5,1000,90,12.5,-5.3,-0.485,-4.562,-4.565,-1.295
630,5,1000,90,12.5,-5.6,-0.585,-4.994,-4.565,-2.195
800,5,1000,90,12.5,-6,-0.715,-3.471,-4.255,-3.195
1000,5,1000,90,12.5,-6.7,-0.875,-4.295,-4.255,-2.195
1250,5,1000,90,12.5,-7.7,-1.115,-5.386,-4.255,-3.295
1600,5,1000,90,12.5,-8.7,-1.525,-6.975,-9.615,-5.695
2000,5,1000,90,12.5,-11.3,-2.095,-9.595,-9.615,-9.795
2500,5,1000,90,12.5,-15.1,-2.985,-13.765,-9.615,-15.595
3150,5,1000,90,12.5,-20.8,-4.415,-20.393,-30.685,-18.195
4000,5,1000,90,12.5,-29.7,-6.765,-30.665,-30.685,-27.995
5000,5,1000,90,12.5,-44.5,-10.195,-46.843,-30.685,-45.795
6300,5,1000,90,12.5,-65.3,-15.665,-71.674,-109.745,-62.395
8000,5,1000,90,12.5,-96,-24.385,-106.384,-109.745,-87.195
10000,5,1000,90,12.5,-143.3,-36.595,-109.103,-109.745,-120.695
50,5,1000,180,12.5,-4,7.695,2.937,2.875,1.405
63,5,1000,180,12.5,-4.6,7.485,2.903,2.875,-0.295
80,5,1000,180,12.5,-4.3,7.125,2.812,2.875,-1.595
100,5,1000,180,12.5,-4,3.665,-5.05,-5.185,-1.595
125,5,1000,180,12.5,-3.9,2.935,-5.194,-5.185,-0.395
160,5,1000,180,12.5,-4,1.855,-5.443,-5.185,0.305
200,5,1000,180,12.5,-4.3,0.565,-6.923,-7.205,0.005
250,5,1000,180,12.5,-4.6,-0.985,-7.164,-7.205,-0.895
315,5,1000,180,12.5,-4.9,-2.745,-7.583,-7.205,-2.095
400,5,1000,180,12.5,-5.1,-4.755,-4.186,-4.565,-1.095
500,5,1000,180,12.5,-5.5,-6.765,-4.562,-4.565,-0.995
630,5,1000,180,12.5,-5.9,-9.095,-4.994,-4.565,-1.895
800,5,1000,180,12.5,-6.3,-12.085,-3.471,-4.255,-2.295
1000,5,1000,180,12.5,-7,-15.855,-4.295,-4.255,-3.795
1250,5,1000,180,12.5,-8.1,-21.385,-5.386,-4.255,-5.095
1600,5,1000,180,12.5,-9.2,-30.775,-6.975,-9.615,-6.095
2000,5,1000,180,12.5,-11.9,-44.105,-9.595,-9.615,-9.495
2500,5,1000,180,12.5,-15.7,-64.705,-13.765,-9.615,-13.095
3150,5,1000,180,12.5,-21.5,-98.115,-20.393,-30.685,-20.095
4000,5,1000,180,12.5,-30.5,-152.685,-30.665,-30.685,-29.095
5000,5,1000,180,12.5,-45.3,-232.365,-46.843,-30.685,-43.195
6300,5,1000,180,12.5,-66.1,-359.385,-71.674,-109.745,-63.195
8000,5,1000,180,12.5,-97,-561.895,-106.384,-109.745,-88.795
10000,5,1000,180,12.5,-144.3,-845.365,-109.103,-109.745,-117.595
50,7,1000,0,12.5,-4.2,3.045,2.937,2.875,-2.595
63,7,1000,0,12.5,-4.8,3.005,2.903,2.875,-3.595
80,7,1000,0,12.5,-4.5,2.955,2.812,2.875,-2.795
100,7,1000,0,12.5,-4.3,-0.115,-5.05,-5.185,-0.295
125,7,1000,0,12.5,-4.3,-0.235,-5.194,-5.185,1.905
160,7,1000,0,12.5,-4.5,-0.395,-5.443,-5.185,0.705
200,7,1000,0,12.5,-4.8,-0.595,-6.923,-7.205,0.805
250,7,1000,0,12.5,-5.2,-0.835,-7.164,-7.205,-0.795
315,7,1000,0,12.5,-5.5,-1.115,-7.583,-7.205,-1.095
400,7,1000,0,12.5,-5.9,-1.425,-4.186,-4.565,-2.295
500,7,1000,0,12.5,-6.3,-1.735,-4.562,-4.565,-0.195
630,7,1000,0,12.5,-6.8,-2.095,-4.994,-4.565,-0.895
800,7,1000,0,12.5,-7.3,-2.565,-3.471,-4.255,-4.095
1000,7,1000,0,12.5,-8.2,-3.145,-4.295,-4.255,-2.795
1250,7,1000,0,12.5,-9.3,-4.005,-5.386,-4.255,-3.195
1600,7,1000,0,12.5,-10.7,-5.455,-6.975,-9.615,-5.195
2000,7,1000,0,12.5,-13.4,-7.525,-9.595,-9.615,-7.695
2500,7,1000,0,12.5,-17.3,-10.715,-13.765,-9.615,-11.995
3150,7,1000,0,12.5,-23,-15.895,-20.393,-30.685,-17.495
4000,7,1000,0,12.5,-31.9,-24.355,-30.665,-30.685,-30.095
5000,7,1000,0,12.5,-46.5,-36.705,-46.843,-30.685,-42.695
6300,7,1000,0,12.5,-66.9,-56.395,-71.674,-109.745,-62.495
8000,7,1000,0,12.5,-97.1,-87.775,-106.384,-109.745,-91.995
10000,7,1000,0,12.5,-143.8,-131.715,-109.103,-109.745,-118.395
50,7,1000,90,12.5,-4.2,3.015,2.937,2.875,0.805
63,7,1000,90,12.5,-4.8,3.005,2.903,2.875,-1.795
80,7,1000,90,12.5,-4.5,2.995,2.812,2.875,-3.695
100,7,1000,90,12.5,-4.3,-0.025,-5.05,-5.185,-3.095
125,7,1000,90,12.5,-4.3,-0.055,-5.194,-5.185,-0.495
160,7,1000,90,12.5,-4.5,-0.085,-5.443,-5.185,1.805
200,7,1000,90,12.5,-4.9,-0.135,-6.923,-7.205,2.505
250,7,1000,90,12.5,-5.2,-0.185,-7.164,-7.205,-0.095
315,7,1000,90,12.5,-5.6,-0.255,-7.583,-7.205,-3.595
400,7,1000,90,12.5,-5.9,-0.325,-4.186,-4.565,0.105
500,7,1000,90,12.5,-6.4,-0.395,-4.562,-4.565,-1.295
630,7,1000,90,12.5,-6.8,-0.475,-4.994,-4.565,-2.295
800,7,1000,90,12.5,-7.4,-0.585,-3.471,-4.255,-3.095
1000,7,1000,90,12.5,-8.2,-0.715,-4.295,-4.255,-2.195
1250,7,1000,90,12.5,-9.4,-0.905,-5.386,-4.255,-3.295
1600,7,1000,90,12.5,-10.8,-1.235,-6.975,-9.615,-5.595
2000,7,1000,90,12.5,-13.5,-1.705,-9.595,-9.615,-10.095
2500,7,1000,90,12.5,-17.3,-2.435,-13.765,-9.615,-15.595
3150,7,1000,90,12.5,-23.1,-3.615,-20.393,-30.685,-18.495
4000,7,1000,90,12.5,-32,-5.535,-30.665,-30.685,-28.395
5000,7,1000,90,12.5,-46.6,-8.345,-46.843,-30.685,-46.095
6300,7,1000,90,12.5,-67,-12.815,-71.674,-109.745,-61.795
8000,7,1000,90,12.5,-97.1,-19.945,-106.384,-109.745,-86.895
10000,7,1000,90,12.5,-143.8,-29.935,-109.103,-109.745,-120.095
50,7,1000,180,12.5,-4.3,7.635,2.937,2.875,1.105
63,7,1000,180,12.5,-4.9,7.395,2.903,2.875,0.205
80,7,1000,180,12.5,-4.7,6.985,2.812,2.875,-1.495
100,7,1000,180,12.5,-4.4,3.445,-5.05,-5.185,-0.795
125,7,1000,180,12.5,-4.4,2.615,-5.194,-5.185,0.505
160,7,1000,180,12.5,-4.6,1.375,-5.443,-5.185,1.305
200,7,1000,180,12.5,-5,-0.105,-6.923,-7.205,0.905
250,7,1000,180,12.5,-5.4,-1.885,-7.164,-7.205,-0.795
315,7,1000,180,12.5,-5.8,-3.905,-7.583,-7.205,-2.195
400,7,1000,180,12.5,-6.1,-6.215,-4.186,-4.565,-0.995
500,7,1000,180,12.5,-6.6,-8.525,-4.562,-4.565,-2.295
630,7,1000,180,12.5,-7.1,-11.195,-4.994,-4.565,-2.495
800,7,1000,180,12.5,-7.7,-14.635,-3.471,-4.255,-3.495
1000,7,1000,180,12.5,-8.6,-18.965,-4.295,-4.255,-4.295
1250,7,1000,180,12.5,-9.8,-25.305,-5.386,-4.255,-5.395
1600,7,1000,180,12.5,-11.2,-36.095,-6.975,-9.615,-6.895
2000,7,1000,180,12.5,-14,-51.395,-9.595,-9.615,-9.195
2500,7,1000,180,12.5,-17.9,-75.045,-13.765,-9.615,-13.195
3150,7,1000,180,12.5,-23.7,-113.405,-20.393,-30.685,-19.795
4000,7,1000,180,12.5,-32.7,-176.065,-30.665,-30.685,-29.195
5000,7,1000,180,12.5,-47.3,-267.545,-46.843,-30.685,-43.395
6300,7,1000,180,12.5,-67.8,-413.375,-71.674,-109.745,-63.295
8000,7,1000,180,12.5,-97.9,-645.895,-106.384,-109.745,-88.795
10000,7,1000,180,12.5,-144.5,-971.365,-109.103,-109.745,-117.795
50,9,1000,0,12.5,-4.5,3.045,2.937,2.875,-2.895
63,9,1000,0,12.5,-5.2,3.005,2.903,2.875,-2.995
80,9,1000,0,12.5,-4.9,2.955,2.812,2.875,-2.095
100,9,1000,0,12.5,-4.6,-0.115,-5.05,-5.185,0.205
125,9,1000,0,12.5,-4.8,-0.235,-5.194,-5.185,1.305
160,9,1000,0,12.5,-5.1,-0.395,-5.443,-5.185,0.505
200,9,1000,0,12.5,-5.5,-0.595,-6.923,-7.205,0.905
250,9,1000,0,12.5,-5.9,-0.835,-7.164,-7.205,-2.195
315,9,1000,0,12.5,-6.3,-1.115,-7.583,-7.205,0.405
400,9,1000,0,12.5,-6.7,-1.425,-4.186,-4.565,-1.395
500,9,1000,0,12.5,-7.3,-1.735,-4.562,-4.565,-2.795
630,9,1000,0,12.5,-7.9,-2.095,-4.994,-4.565,-0.695
800,9,1000,0,12.5,-8.5,-2.565,-3.471,-4.255,-0.895
1000,9,1000,0,12.5,-9.5,-3.145,-4.295,-4.255,-1.595
1250,9,1000,0,12.5,-10.7,-4.005,-5.386,-4.255,-4.595
1600,9,1000,0,12.5,-12.2,-5.455,-6.975,-9.615,-7.295
2000,9,1000,0,12.5,-15,-7.525,-9.595,-9.615,-9.595
2500,9,1000,0,12.5,-18.9,-10.715,-13.765,-9.615,-11.795
3150,9,1000,0,12.5,-24.6,-15.895,-20.393,-30.685,-21.895
4000,9,1000,0,12.5,-33.4,-24.355,-30.665,-30.685,-28.995
5000,9,1000,0,12.5,-47.7,-36.705,-46.843,-30.685,-41.095
6300,9,1000,0,12.5,-67.3,-56.395,-71.674,-109.745,-63.795
8000,9,1000,0,12.5,-96.5,-87.775,-106.384,-109.745,-86.395
10000,9,1000,0,12.5,-142.4,-131.715,-109.103,-109.745,-119.795
50,9,1000,90,12.5,-4.5,3.015,2.937,2.875,0.805
63,9,1000,90,12.5,-5.2,3.005,2.903,2.875,-1.795
80,9,1000,90,12.5,-4.9,2.995,2.812,2.875,-3.695
100,9,1000,90,12.5,-4.7,-0.015,-5.05,-5.185,-3.095
125,9,1000,90,12.5,-4.8,-0.045,-5.194,-5.185,-0.495
160,9,1000,90,12.5,-5.1,-0.075,-5.443,-5.185,1.805
200,9,1000,90,12.5,-5.5,-0.115,-6.923,-7.205,2.505
250,9,1000,90,12.5,-5.9,-0.165,-7.164,-7.205,0.005
315,9,1000,90,12.5,-6.3,-0.215,-7.583,-7.205,-3.595
400,9,1000,90,12.5,-6.8,-0.285,-4.186,-4.565,0.105
500,9,1000,90,12.5,-7.3,-0.345,-4.562,-4.565,-1.295
630,9,1000,90,12.5,-7.9,-0.415,-4.994,-4.565,-2.395
800,9,1000,90,12.5,-8.5,-0.505,-3.471,-4.255,-2.995
1000,9,1000,90,12.5,-9.5,-0.625,-4.295,-4.255,-2.195
1250,9,1000,90,12.5,-10.7,-0.795,-5.386,-4.255,-3.295
1600,9,1000,90,12.5,-12.3,-1.085,-6.975,-9.615,-5.495
2000,9,1000,90,12.5,-15.1,-1.505,-9.595,-9.615,-10.395
2500,9,1000,90,12.5,-18.9,-2.135,-13.765,-9.615,-15.495
3150,9,1000,90,12.5,-24.6,-3.175,-20.393,-30.685,-18.795
4000,9,1000,90,12.5,-33.5,-4.865,-30.665,-30.685,-28.995
5000,9,1000,90,12.5,-47.7,-7.335,-46.843,-30.685,-45.495
6300,9,1000,90,12.5,-67.3,-11.275,-71.674,-109.745,-61.395
8000,9,1000,90,12.5,-96.6,-17.555,-106.384,-109.745,-86.995
10000,9,1000,90,12.5,-142.4,-26.335,-109.103,-109.745,-117.795
50,9,1000,180,12.5,-4.6,12.545,2.937,2.875,0.505
63,9,1000,180,12.5,-5.4,12.255,2.903,2.875,0.205
80,9,1000,180,12.5,-5.1,11.755,2.812,2.875,-1.695
100,9,1000,180,12.5,-4.8,8.115,-5.05,-5.185,-0.395
125,9,1000,180,12.5,-5,7.125,-5.194,-5.185,0.405
160,9,1000,180,12.5,-5.3,5.625,-5.443,-5.185,0.805
200,9,1000,180,12.5,-5.7,3.845,-6.923,-7.205,1.005
250,9,1000,180,12.5,-6.1,1.715,-7.164,-7.205,-0.295
315,9,1000,180,12.5,-6.6,-0.705,-7.583,-7.205,-2.495
400,9,1000,180,12.5,-7,-3.475,-4.186,-4.565,-0.495
500,9,1000,180,12.5,-7.6,-6.255,-4.562,-4.565,-1.695
630,9,1000,180,12.5,-8.2,-9.455,-4.994,-4.565,-2.495
800,9,1000,180,12.5,-8.9,-13.585,-3.471,-4.255,-3.595
1000,9,1000,180,12.5,-9.9,-18.775,-4.295,-4.255,-3.195
1250,9,1000,180,12.5,-11.2,-26.385,-5.386,-4.255,-5.095
1600,9,1000,180,12.5,-12.8,-39.335,-6.975,-9.615,-6.395
2000,9,1000,180,12.5,-15.6,-57.685,-9.595,-9.615,-8.395
2500,9,1000,180,12.5,-19.5,-86.075,-13.765,-9.615,-13.295
3150,9,1000,180,12.5,-25.2,-132.105,-20.393,-30.685,-19.095
4000,9,1000,180,12.5,-33.9,-207.295,-30.665,-30.685,-30.695
5000,9,1000,180,12.5,-47.9,-317.065,-46.843,-30.685,-43.695
6300,9,1000,180,12.5,-67.7,-492.075,-71.674,-109.745,-62.595
8000,9,1000,180,12.5,-96.9,-771.085,-106.384,-109.745,-88.295
10000,9,1000,180,12.5,-142.7,-1161.655,-109.103,-109.745,-117.295
50,3,1500,0,12.5,-12,5.382,-4.827,2.822,-5.058
63,3,1500,0,12.5,-12.3,4.742,-4.861,2.822,-5.458
80,3,1500,0,12.5,-13,3.982,-4.952,2.822,-5.958
100,3,1500,0,12.5,-13.5,0.222,-5.313,-5.618,-5.658
125,3,1500,0,12.5,-14.1,-0.598,-5.658,-5.618,-4.658
160,3,1500,0,12.5,-14.6,-1.568,-6.007,-5.618,-2.858
200,3,1500,0,12.5,-13.8,-2.448,-7.287,-7.768,-1.358
250,3,1500,0,12.5,-12.6,-3.288,-7.727,-7.768,-0.258
315,3,1500,0,12.5,-11.5,-4.098,-8.247,-7.768,0.342
400,3,1500,0,12.5,-10.4,-4.888,-7.35,-5.678,0.042
500,3,1500,0,12.5,-9.8,-5.618,-7.826,-5.678,-1.058
630,3,1500,0,12.5,-9.1,-6.408,-8.358,-5.678,-3.258
800,3,1500,0,12.5,-8.5,-7.358,-9.035,-6.238,-4.158
1000,3,1500,0,12.5,-8.7,-8.478,-10.058,-6.238,-5.358
1250,3,1500,0,12.5,-10.6,-10.008,-11.45,-6.238,-7.058
1600,3,1500,0,12.5,-14.9,-12.448,-13.639,-14.258,-9.558
2000,3,1500,0,12.5,-20.9,-15.798,-17.159,-14.258,-13.458
2500,3,1500,0,12.5,-29.5,-20.818,-22.729,-14.258,-19.458
3150,3,1500,0,12.5,-42.9,-28.818,-31.557,-45.518,-28.558
4000,3,1500,0,12.5,-64.6,-41.758,-45.529,-45.518,-42.058
5000,3,1500,0,12.5,-99.6,-60.518,-69.407,-45.518,-61.258
6300,3,1500,0,12.5,-148.9,-90.308,-102.937,-162.798,-86.658
8000,3,1500,0,12.5,-223.5,-137.668,-105.648,-162.798,-115.958
10000,3,1500,0,12.5,-333.1,-203.848,-105.667,-162.798,-140.558
50,3,1500,90,12.5,-12,5.332,-5.327,2.822,-5.658
63,3,1500,90,12.5,-12.3,4.722,-5.361,2.822,-6.358
80,3,1500,90,12.5,-12.9,4.022,-5.452,2.822,-6.758
100,3,1500,90,12.5,-13.5,0.342,-5.813,-5.618,-7.258
125,3,1500,90,12.5,-14.1,-0.368,-6.058,-5.618,-7.358
160,3,1500,90,12.5,-14.6,-1.148,-6.407,-5.618,-6.958
200,3,1500,90,12.5,-13.8,-1.818,-7.787,-7.768,-6.258
250,3,1500,90,12.5,-12.6,-2.418,-8.227,-7.768,-5.458
315,3,1500,90,12.5,-11.5,-2.938,-8.747,-7.768,-4.458
400,3,1500,90,12.5,-10.4,-3.388,-7.75,-5.678,-3.558
500,3,1500,90,12.5,-9.8,-3.788,-8.326,-5.678,-2.958
630,3,1500,90,12.5,-9.1,-4.198,-8.858,-5.678,-3.058
800,3,1500,90,12.5,-8.5,-4.658,-9.535,-6.238,-3.858
1000,3,1500,90,12.5,-8.7,-5.158,-10.558,-6.238,-5.158
1250,3,1500,90,12.5,-10.6,-5.788,-11.95,-6.238,-7.058
1600,3,1500,90,12.5,-14.9,-6.688,-14.139,-14.258,-9.558
2000,3,1500,90,12.5,-20.9,-7.848,-17.659,-14.258,-13.458
2500,3,1500,90,12.5,-29.5,-9.498,-23.229,-14.258,-19.458
3150,3,1500,90,12.5,-42.9,-12.018,-32.057,-45.518,-28.558
4000,3,1500,90,12.5,-64.6,-16.018,-45.929,-45.518,-42.058
5000,3,1500,90,12.5,-99.6,-21.718,-69.907,-45.518,-61.258
6300,3,1500,90,12.5,-148.9,-30.678,-103.137,-162.798,-86.658
8000,3,1500,90,12.5,-223.5,-44.848,-105.648,-162.798,-115.958
10000,3,1500,90,12.5,-333.1,-64.568,-105.667,-162.798,-140.558
50,3,1500,180,12.5,-11.8,6.062,-8.027,2.822,-4.758
63,3,1500,180,12.5,-12.1,5.302,-8.061,2.822,-5.358
80,3,1500,180,12.5,-12.8,4.352,-8.152,2.822,-6.658
100,3,1500,180,12.5,-13.4,0.342,-8.513,-5.618,-7.258
125,3,1500,180,12.5,-13.9,-0.878,-8.858,-5.618,-8.358
160,3,1500,180,12.5,-14.4,-2.428,-9.107,-5.618,-9.758
200,3,1500,180,12.5,-13.7,-4.008,-10.487,-7.768,-10.558
250,3,1500,180,12.5,-12.6,-5.698,-10.927,-7.768,-10.958
315,3,1500,180,12.5,-11.5,-7.458,-11.447,-7.768,-11.458
400,3,1500,180,12.5,-10.5,-9.328,-10.45,-5.678,-11.858
500,3,1500,180,12.5,-9.8,-11.148,-11.026,-5.678,-12.158
630,3,1500,180,12.5,-9.2,-13.198,-11.558,-5.678,-12.458
800,3,1500,180,12.5,-8.6,-15.778,-12.235,-6.238,-13.158
1000,3,1500,180,12.5,-8.8,-18.938,-13.258,-6.238,-14.358
1250,3,1500,180,12.5,-10.4,-23.458,-14.65,-6.238,-16.058
1600,3,1500,180,12.5,-14.8,-30.998,-16.839,-14.258,-18.658
2000,3,1500,180,12.5,-20.9,-41.558,-20.359,-14.258,-22.658
2500,3,1500,180,12.5,-29.4,-57.748,-25.929,-14.258,-28.558
3150,3,1500,180,12.5,-42.9,-83.848,-34.757,-45.518,-37.658
4000,3,1500,180,12.5,-64.6,-126.358,-48.629,-45.518,-51.058
5000,3,1500,180,12.5,-99.5,-188.288,-72.607,-45.518,-70.258
6300,3,1500,180,12.5,-148.9,-286.898,-104.137,-162.798,-95.558
8000,3,1500,180,12.5,-223.5,-443.988,-105.648,-162.798,-124.758
10000,3,1500,180,12.5,-333.1,-663.758,-105.667,-162.798,-149.258
50,5,1500,0,12.5,-8.3,5.382,-4.827,2.822,-4.458
63,5,1500,0,12.5,-8.8,4.742,-4.861,2.822,-5.158
80,5,1500,0,12.5,-8.3,3.982,-4.952,2.822,-5.158
100,5,1500,0,12.5,-8.7,0.222,-5.313,-5.618,-4.358
125,5,1500,0,12.5,-9.3,-0.598,-5.658,-5.618,-2.858
160,5,1500,0,12.5,-9.1,-1.568,-6.007,-5.618,-1.158
200,5,1500,0,12.5,-8.8,-2.448,-7.287,-7.768,0.242
250,5,1500,0,12.5,-8.5,-3.288,-7.727,-7.768,1.142
315,5,1500,0,12.5,-8.4,-4.098,-8.247,-7.768,1.142
400,5,1500,0,12.5,-8.3,-4.888,-7.35,-5.678,0.042
500,5,1500,0,12.5,-8.2,-5.618,-7.826,-5.678,-2.158
630,5,1500,0,12.5,-8.2,-6.408,-8.358,-5.678,-3.358
800,5,1500,0,12.5,-8.4,-7.358,-9.035,-6.238,-4.158
1000,5,1500,0,12.5,-9.3,-8.478,-10.058,-6.238,-5.358
1250,5,1500,0,12.5,-10.8,-10.008,-11.45,-6.238,-7.058
1600,5,1500,0,12.5,-13.2,-12.448,-13.639,-14.258,-9.558
2000,5,1500,0,12.5,-18.3,-15.798,-17.159,-14.258,-13.458
2500,5,1500,0,12.5,-26,-20.818,-22.729,-14.258,-19.458
3150,5,1500,0,12.5,-38.1,-28.818,-31.557,-45.518,-28.558
4000,5,1500,0,12.5,-57.4,-41.758,-45.529,-45.518,-42.058
5000,5,1500,0,12.5,-89.2,-60.518,-69.407,-45.518,-61.258
6300,5,1500,0,12.5,-134.5,-90.308,-102.937,-162.798,-86.658
8000,5,1500,0,12.5,-204.4,-137.668,-105.648,-162.798,-115.958
10000,5,1500,0,12.5,-310.4,-203.848,-105.667,-162.798,-140.558
50,5,1500,90,12.5,-8.3,5.332,-5.327,2.822,-5.658
63,5,1500,90,12.5,-8.9,4.722,-5.361,2.822,-6.458
80,5,1500,90,12.5,-8.3,4.032,-5.452,2.822,-6.858
100,5,1500,90,12.5,-8.7,0.352,-5.813,-5.618,-7.258
125,5,1500,90,12.5,-9.3,-0.358,-6.058,-5.618,-7.358
160,5,1500,90,12.5,-9.1,-1.138,-6.407,-5.618,-6.958
200,5,1500,90,12.5,-8.8,-1.798,-7.787,-7.768,-6.258
250,5,1500,90,12.5,-8.5,-2.388,-8.227,-7.768,-5.458
315,5,1500,90,12.5,-8.4,-2.908,-8.747,-7.768,-4.458
400,5,1500,90,12.5,-8.2,-3.358,-7.75,-5.678,-3.558
500,5,1500,90,12.5,-8.1,-3.748,-8.326,-5.678,-2.958
630,5,1500,90,12.5,-8.1,-4.148,-8.858,-5.678,-3.058
800,5,1500,90,12.5,-8.3,-4.598,-9.535,-6.238,-3.858
1000,5,1500,90,12.5,-9.2,-5.078,-10.558,-6.238,-5.158
1250,5,1500,90,12.5,-10.8,-5.688,-11.95,-6.238,-7.058
1600,5,1500,90,12.5,-13.2,-6.548,-14.139,-14.258,-9.558
2000,5,1500,90,12.5,-18.3,-7.658,-17.659,-14.258,-13.458
