frequency,wind_speed,distance,wind_direction,flow_resistivity,Nord2000 (delhom),Acventum (delhom),BE2 (Iso9613),Iso9613 (windPro),Nord2000 (windPro)
2500,5,1500,90,12.5,-26,-9.228,-23.229,-14.258,-19.458
3150,5,1500,90,12.5,-38,-11.628,-32.057,-45.518,-28.558
4000,5,1500,90,12.5,-57.4,-15.418,-45.929,-45.518,-42.058
5000,5,1500,90,12.5,-89.2,-20.818,-69.907,-45.518,-61.258
6300,5,1500,90,12.5,-134.5,-29.298,-103.137,-162.798,-86.658
8000,5,1500,90,12.5,-204.4,-42.698,-105.648,-162.798,-115.958
10000,5,1500,90,12.5,-310.4,-61.338,-105.667,-162.798,-140.558
50,5,1500,180,12.5,-8.3,12.362,-8.027,2.822,-5.258
63,5,1500,180,12.5,-9.2,11.452,-8.061,2.822,-5.258
80,5,1500,180,12.5,-8.5,10.232,-8.152,2.822,-5.758
100,5,1500,180,12.5,-8.7,5.892,-8.513,-5.618,-7.058
125,5,1500,180,12.5,-9.3,4.142,-8.858,-5.618,-8.158
160,5,1500,180,12.5,-8.8,1.812,-9.107,-5.618,-8.558
200,5,1500,180,12.5,-8.5,-0.698,-10.487,-7.768,-10.158
250,5,1500,180,12.5,-8.3,-3.508,-10.927,-7.768,-11.258
315,5,1500,180,12.5,-8.1,-6.538,-11.447,-7.768,-12.458
400,5,1500,180,12.5,-7.8,-9.878,-10.45,-5.678,-12.958
500,5,1500,180,12.5,-7.8,-13.158,-11.026,-5.678,-13.858
630,5,1500,180,12.5,-7.8,-16.888,-11.558,-5.678,-14.858
800,5,1500,180,12.5,-8.1,-21.638,-12.235,-6.238,-15.958
1000,5,1500,180,12.5,-9,-27.518,-13.258,-6.238,-17.358
1250,5,1500,180,12.5,-10.6,-36.048,-14.65,-6.238,-19.258
1600,5,1500,180,12.5,-13.1,-50.388,-16.839,-14.258,-22.158
2000,5,1500,180,12.5,-18.3,-70.598,-20.359,-14.258,-26.258
2500,5,1500,180,12.5,-26,-101.698,-25.929,-14.258,-32.458
3150,5,1500,180,12.5,-38,-151.988,-34.757,-45.518,-41.758
4000,5,1500,180,12.5,-57.4,-234.028,-48.629,-45.518,-55.358
5000,5,1500,180,12.5,-89.2,-353.648,-72.607,-45.518,-74.758
6300,5,1500,180,12.5,-134.4,-544.228,-104.137,-162.798,-100.258
8000,5,1500,180,12.5,-204.3,-847.958,-105.648,-162.798,-129.858
10000,5,1500,180,12.5,-310.4,-1272.998,-105.667,-162.798,-154.558
50,7,1500,0,12.5,-9.1,5.382,-4.827,2.822,-4.058
63,7,1500,0,12.5,-10.7,4.742,-4.861,2.822,-4.858
80,7,1500,0,12.5,-9.5,3.982,-4.952,2.822,-4.158
100,7,1500,0,12.5,-9.3,0.222,-5.313,-5.618,-3.458
125,7,1500,0,12.5,-8.6,-0.598,-5.658,-5.618,-1.858
160,7,1500,0,12.5,-7.8,-1.568,-6.007,-5.618,-0.158
200,7,1500,0,12.5,-7.6,-2.448,-7.287,-7.768,1.142
250,7,1500,0,12.5,-7.2,-3.288,-7.727,-7.768,1.642
315,7,1500,0,12.5,-6.9,-4.098,-8.247,-7.768,1.042
400,7,1500,0,12.5,-6.7,-4.888,-7.35,-5.678,-1.158
500,7,1500,0,12.5,-6.8,-5.618,-7.826,-5.678,-3.658
630,7,1500,0,12.5,-6.9,-6.408,-8.358,-5.678,-3.358
800,7,1500,0,12.5,-7.3,-7.358,-9.035,-6.238,-4.158
1000,7,1500,0,12.5,-8.3,-8.478,-10.058,-6.238,-5.358
1250,7,1500,0,12.5,-9.9,-10.008,-11.45,-6.238,-7.058
1600,7,1500,0,12.5,-12.5,-12.448,-13.639,-14.258,-9.558
2000,7,1500,0,12.5,-17.6,-15.798,-17.159,-14.258,-13.458
2500,7,1500,0,12.5,-25,-20.818,-22.729,-14.258,-19.458
3150,7,1500,0,12.5,-36.7,-28.818,-31.557,-45.518,-28.558
4000,7,1500,0,12.5,-55.7,-41.758,-45.529,-45.518,-42.058
5000,7,1500,0,12.5,-86.6,-60.518,-69.407,-45.518,-61.258
6300,7,1500,0,12.5,-130.8,-90.308,-102.937,-162.798,-86.658
8000,7,1500,0,12.5,-199.5,-137.668,-105.648,-162.798,-115.958
10000,7,1500,0,12.5,-304.4,-203.848,-105.667,-162.798,-140.558
50,7,1500,90,12.5,-9.2,5.342,-5.327,2.822,-5.658
63,7,1500,90,12.5,-10.8,4.732,-5.361,2.822,-6.458
80,7,1500,90,12.5,-9.6,4.042,-5.452,2.822,-6.858
100,7,1500,90,12.5,-9.2,0.362,-5.813,-5.618,-7.358
125,7,1500,90,12.5,-8.5,-0.328,-6.058,-5.618,-7.458
160,7,1500,90,12.5,-7.8,-1.098,-6.407,-5.618,-6.958
200,7,1500,90,12.5,-7.5,-1.748,-7.787,-7.768,-6.258
250,7,1500,90,12.5,-7.2,-2.318,-8.227,-7.768,-5.558
315,7,1500,90,12.5,-6.9,-2.808,-8.747,-7.768,-4.558
400,7,1500,90,12.5,-6.7,-3.238,-7.75,-5.678,-3.658
500,7,1500,90,12.5,-6.7,-3.608,-8.326,-5.678,-3.058
630,7,1500,90,12.5,-6.9,-3.978,-8.858,-5.678,-3.058
800,7,1500,90,12.5,-7.2,-4.398,-9.535,-6.238,-3.858
1000,7,1500,90,12.5,-8.3,-4.838,-10.558,-6.238,-5.158
1250,7,1500,90,12.5,-9.9,-5.378,-11.95,-6.238,-7.058
1600,7,1500,90,12.5,-12.4,-6.128,-14.139,-14.258,-9.558
2000,7,1500,90,12.5,-17.6,-7.088,-17.659,-14.258,-13.458
2500,7,1500,90,12.5,-25,-8.408,-23.229,-14.258,-19.458
3150,7,1500,90,12.5,-36.7,-10.418,-32.057,-45.518,-28.558
4000,7,1500,90,12.5,-55.6,-13.568,-45.929,-45.518,-42.058
5000,7,1500,90,12.5,-86.6,-18.028,-69.907,-45.518,-61.258
6300,7,1500,90,12.5,-130.8,-25.028,-103.137,-162.798,-86.658
8000,7,1500,90,12.5,-199.5,-36.048,-105.648,-162.798,-115.958
10000,7,1500,90,12.5,-304.3,-51.358,-105.667,-162.798,-140.558
50,7,1500,180,12.5,-9.8,12.262,-8.027,2.822,-7.058
63,7,1500,180,12.5,-12.2,11.312,-8.061,2.822,-6.758
80,7,1500,180,12.5,-10.6,10.022,-8.152,2.822,-6.658
100,7,1500,180,12.5,-9.2,5.572,-8.513,-5.618,-6.958
125,7,1500,180,12.5,-8.1,3.662,-8.858,-5.618,-7.758
160,7,1500,180,12.5,-7.3,1.092,-9.107,-5.618,-9.258
200,7,1500,180,12.5,-6.9,-1.708,-10.487,-7.768,-10.458
250,7,1500,180,12.5,-6.6,-4.868,-10.927,-7.768,-11.058
315,7,1500,180,12.5,-6.4,-8.288,-11.447,-7.768,-12.658
400,7,1500,180,12.5,-6.2,-12.068,-10.45,-5.678,-13.658
500,7,1500,180,12.5,-6.3,-15.788,-11.026,-5.678,-14.758
630,7,1500,180,12.5,-6.5,-20.038,-11.558,-5.678,-16.458
800,7,1500,180,12.5,-6.9,-25.448,-12.235,-6.238,-18.458
1000,7,1500,180,12.5,-7.9,-32.178,-13.258,-6.238,-20.758
1250,7,1500,180,12.5,-9.6,-41.928,-14.65,-6.238,-22.958
1600,7,1500,180,12.5,-12.2,-58.348,-16.839,-14.258,-25.658
2000,7,1500,180,12.5,-17.3,-81.518,-20.359,-14.258,-29.758
2500,7,1500,180,12.5,-24.8,-117.198,-25.929,-14.258,-35.958
3150,7,1500,180,12.5,-36.5,-174.898,-34.757,-45.518,-45.158
4000,7,1500,180,12.5,-55.4,-269.048,-48.629,-45.518,-58.658
5000,7,1500,180,12.5,-86.3,-406.348,-72.607,-45.518,-77.958
6300,7,1500,180,12.5,-130.6,-625.128,-104.137,-162.798,-103.458
8000,7,1500,180,12.5,-199.3,-973.808,-105.648,-162.798,-132.758
10000,7,1500,180,12.5,-304.1,-1461.758,-105.667,-162.798,-157.358
50,9,1500,0,12.5,-11,5.382,-4.827,2.822,-3.858
63,9,1500,0,12.5,-12.3,4.742,-4.861,2.822,-4.658
80,9,1500,0,12.5,-11.5,3.982,-4.952,2.822,-3.658
100,9,1500,0,12.5,-9.6,0.222,-5.313,-5.618,-2.858
125,9,1500,0,12.5,-8.2,-0.598,-5.658,-5.618,-1.158
160,9,1500,0,12.5,-6.8,-1.568,-6.007,-5.618,0.542
200,9,1500,0,12.5,-6.3,-2.448,-7.287,-7.768,1.542
250,9,1500,0,12.5,-5.8,-3.288,-7.727,-7.768,1.642
315,9,1500,0,12.5,-5.5,-4.098,-8.247,-7.768,0.142
400,9,1500,0,12.5,-5.3,-4.888,-7.35,-5.678,-2.858
500,9,1500,0,12.5,-5.5,-5.618,-7.826,-5.678,-3.458
630,9,1500,0,12.5,-5.8,-6.408,-8.358,-5.678,-3.058
800,9,1500,0,12.5,-6.2,-7.358,-9.035,-6.238,-4.158
1000,9,1500,0,12.5,-7.3,-8.478,-10.058,-6.238,-5.358
1250,9,1500,0,12.5,-9,-10.008,-11.45,-6.238,-7.058
1600,9,1500,0,12.5,-11.5,-12.448,-13.639,-14.258,-9.558
2000,9,1500,0,12.5,-16.6,-15.798,-17.159,-14.258,-13.458
2500,9,1500,0,12.5,-23.8,-20.818,-22.729,-14.258,-19.458
3150,9,1500,0,12.5,-35.2,-28.818,-31.557,-45.518,-28.558
4000,9,1500,0,12.5,-53.7,-41.758,-45.529,-45.518,-42.058
5000,9,1500,0,12.5,-83.9,-60.518,-69.407,-45.518,-61.258
6300,9,1500,0,12.5,-127.3,-90.308,-102.937,-162.798,-86.658
8000,9,1500,0,12.5,-195,-137.668,-105.648,-162.798,-115.958
10000,9,1500,0,12.5,-298.8,-203.848,-105.667,-162.798,-140.558
50,9,1500,90,12.5,-11,5.342,-5.327,2.822,-5.558
63,9,1500,90,12.5,-12.3,4.732,-5.361,2.822,-6.458
80,9,1500,90,12.5,-11.6,4.042,-5.452,2.822,-6.858
100,9,1500,90,12.5,-9.7,0.372,-5.813,-5.618,-7.358
125,9,1500,90,12.5,-8.2,-0.318,-6.058,-5.618,-7.458
160,9,1500,90,12.5,-6.8,-1.078,-6.407,-5.618,-6.958
200,9,1500,90,12.5,-6.3,-1.718,-7.787,-7.768,-6.358
250,9,1500,90,12.5,-5.8,-2.278,-8.227,-7.768,-5.558
315,9,1500,90,12.5,-5.5,-2.758,-8.747,-7.768,-4.658
400,9,1500,90,12.5,-5.3,-3.178,-7.75,-5.678,-3.758
500,9,1500,90,12.5,-5.5,-3.528,-8.326,-5.678,-3.058
630,9,1500,90,12.5,-5.7,-3.888,-8.858,-5.678,-3.058
800,9,1500,90,12.5,-6.2,-4.288,-9.535,-6.238,-3.858
1000,9,1500,90,12.5,-7.2,-4.698,-10.558,-6.238,-5.158
1250,9,1500,90,12.5,-8.9,-5.208,-11.95,-6.238,-7.058
1600,9,1500,90,12.5,-11.5,-5.908,-14.139,-14.258,-9.558
2000,9,1500,90,12.5,-16.5,-6.778,-17.659,-14.258,-13.458
2500,9,1500,90,12.5,-23.8,-7.968,-23.229,-14.258,-19.458
3150,9,1500,90,12.5,-35.2,-9.758,-32.057,-45.518,-28.558
4000,9,1500,90,12.5,-53.7,-12.568,-45.929,-45.518,-42.058
5000,9,1500,90,12.5,-83.9,-16.528,-69.907,-45.518,-61.258
6300,9,1500,90,12.5,-127.3,-22.718,-103.137,-162.798,-86.658
8000,9,1500,90,12.5,-195,-32.458,-105.648,-162.798,-115.958
10000,9,1500,90,12.5,-298.8,-45.978,-105.667,-162.798,-140.558
50,9,1500,180,12.5,-11.5,19.622,-8.027,2.822,-8.658
63,9,1500,180,12.5,-11.2,18.592,-8.061,2.822,-9.458
80,9,1500,180,12.5,-11,17.172,-8.152,2.822,-9.958
100,9,1500,180,12.5,-10.3,12.562,-8.513,-5.618,-10.358
125,9,1500,180,12.5,-8.7,10.412,-8.858,-5.618,-10.758
160,9,1500,180,12.5,-6.9,7.462,-9.107,-5.618,-11.258
200,9,1500,180,12.5,-6.4,4.222,-10.487,-7.768,-12.158
250,9,1500,180,12.5,-6,0.532,-10.927,-7.768,-14.558
315,9,1500,180,12.5,-5.6,-3.488,-11.447,-7.768,-17.458
400,9,1500,180,12.5,-5.2,-7.968,-10.45,-5.678,-21.158
500,9,1500,180,12.5,-5.1,-12.388,-11.026,-5.678,-24.058
630,9,1500,180,12.5,-5.3,-17.428,-11.558,-5.678,-27.258
800,9,1500,180,12.5,-6,-23.868,-12.235,-6.238,-31.958
1000,9,1500,180,12.5,-7,-31.888,-13.258,-6.238,-36.758
1250,9,1500,180,12.5,-8.7,-43.548,-14.65,-6.238,-41.758
1600,9,1500,180,12.5,-11.2,-63.198,-16.839,-14.258,-45.758
2000,9,1500,180,12.5,-16,-90.948,-20.359,-14.258,-51.058
2500,9,1500,180,12.5,-23.2,-133.718,-25.929,-14.258,-58.458
3150,9,1500,180,12.5,-34.6,-202.908,-34.757,-45.518,-68.858
4000,9,1500,180,12.5,-53.2,-315.838,-48.629,-45.518,-83.658
5000,9,1500,180,12.5,-83.5,-480.548,-72.607,-45.518,-104.058
6300,9,1500,180,12.5,-127.1,-743.028,-104.137,-162.798,-130.658
8000,9,1500,180,12.5,-194.8,-1161.368,-105.648,-162.798,-161.058
10000,9,1500,180,12.5,-298.6,-1746.838,-105.667,-162.798,-186.658
50,3,500,0,2000,0.4,3.32,2.972,2.91,2.94
63,3,500,0,2000,0.4,3.3,2.837,2.91,3.94
80,3,500,0,2000,0.4,3.27,2.847,2.91,3.94
100,3,500,0,2000,0.4,2.34,1.085,0.94,6.74
125,3,500,0,2000,0.3,2.28,0.94,0.94,4.74
160,3,500,0,2000,0.3,2.2,0.792,0.94,5.04
200,3,500,0,2000,-2.5,2.1,-0.189,-0.35,3.44
250,3,500,0,2000,-2.9,1.98,-0.329,-0.35,1.04
315,3,500,0,2000,-2.7,1.84,-0.548,-0.35,-2.46
400,3,500,0,2000,-2.4,1.68,0.349,0.2,0.94
500,3,500,0,2000,-2.4,1.53,0.173,0.2,4.24
630,3,500,0,2000,-2.3,1.35,-0.059,0.2,5.14
800,3,500,0,2000,-2.2,1.11,0.264,-0.09,3.54
1000,3,500,0,2000,-2.2,0.82,-0.16,-0.09,2.74
1250,3,500,0,2000,-7.5,0.39,-0.651,-0.09,2.44
1600,3,500,0,2000,-13,-0.34,-1.541,-2.89,1.34
2000,3,500,0,2000,-10.1,-1.37,-2.96,-2.89,-0.16
2500,3,500,0,2000,-9.3,-2.97,-5.031,-2.89,-2.56
3150,3,500,0,2000,-9.2,-5.56,-8.459,-13.77,-6.16
4000,3,500,0,2000,-9.5,-9.8,-13.83,-13.77,-11.56
5000,3,500,0,2000,-13,-15.99,-22.209,-13.77,-19.76
6300,3,500,0,2000,-18,-25.85,-35.039,-54.59,-31.66
8000,3,500,0,2000,-25.8,-41.57,-54.749,-54.59,-48.46
10000,3,500,0,2000,-38.1,-63.58,-84.268,-54.59,-70.76
50,3,500,90,2000,0.4,3.3,2.972,2.91,2.64
63,3,500,90,2000,0.4,3.3,2.837,2.91,4.54
80,3,500,90,2000,0.4,3.29,2.847,2.91,6.14
100,3,500,90,2000,0.4,2.38,1.085,0.94,6.94
125,3,500,90,2000,0.3,2.36,0.94,0.94,5.44
160,3,500,90,2000,0.3,2.34,0.792,0.94,4.44
200,3,500,90,2000,-2.5,2.31,-0.189,-0.35,3.54
250,3,500,90,2000,-2.8,2.27,-0.329,-0.35,1.04
315,3,500,90,2000,-2.7,2.23,-0.548,-0.35,-1.46
400,3,500,90,2000,-2.4,2.18,0.349,0.2,-0.76
500,3,500,90,2000,-2.4,2.14,0.173,0.2,2.54
630,3,500,90,2000,-2.3,2.09,-0.059,0.2,4.54
800,3,500,90,2000,-2.2,2.02,0.264,-0.09,4.44
1000,3,500,90,2000,-2.2,1.93,-0.16,-0.09,3.04
1250,3,500,90,2000,-7.5,1.81,-0.651,-0.09,2.44
1600,3,500,90,2000,-12.6,1.59,-1.541,-2.89,1.34
2000,3,500,90,2000,-10.2,1.29,-2.96,-2.89,-0.16
2500,3,500,90,2000,-9.4,0.82,-5.031,-2.89,-2.56
3150,3,500,90,2000,-9.3,0.05,-8.459,-13.77,-6.16
4000,3,500,90,2000,-9.5,-1.19,-13.83,-13.77,-11.56
5000,3,500,90,2000,-13.1,-3.01,-22.209,-13.77,-19.76
6300,3,500,90,2000,-18.1,-5.91,-35.039,-54.59,-31.66
8000,3,500,90,2000,-25.9,-10.54,-54.749,-54.59,-48.46
10000,3,500,90,2000,-38.2,-17.01,-84.268,-54.59,-70.76
50,3,500,180,2000,0.4,3.54,2.972,2.91,1.54
63,3,500,180,2000,0.4,3.49,2.837,2.91,2.94
80,3,500,180,2000,0.4,3.4,2.847,2.91,4.54
100,3,500,180,2000,0.4,2.38,1.085,0.94,5.64
125,3,500,180,2000,0.3,2.19,0.94,0.94,5.14
160,3,500,180,2000,0.3,1.91,0.792,0.94,3.54
200,3,500,180,2000,-2.5,1.57,-0.189,-0.35,3.24
250,3,500,180,2000,-2.7,1.17,-0.329,-0.35,1.14
315,3,500,180,2000,-2.8,0.72,-0.548,-0.35,-0.76
400,3,500,180,2000,-2.5,0.2,0.349,0.2,-0.46
500,3,500,180,2000,-2.4,-0.32,0.173,0.2,1.34
630,3,500,180,2000,-2.3,-0.92,-0.059,0.2,3.54
800,3,500,180,2000,-2.2,-1.7,0.264,-0.09,4.24
1000,3,500,180,2000,-2.3,-2.67,-0.16,-0.09,3.24
1250,3,500,180,2000,-7.3,-4.1,-0.651,-0.09,2.44
1600,3,500,180,2000,-10.5,-6.54,-1.541,-2.89,1.34
2000,3,500,180,2000,-11.6,-9.98,-2.96,-2.89,-0.16
2500,3,500,180,2000,-10,-15.32,-5.031,-2.89,-2.56
3150,3,500,180,2000,-9.7,-23.96,-8.459,-13.77,-6.16
4000,3,500,180,2000,-9.9,-38.09,-13.83,-13.77,-11.56
5000,3,500,180,2000,-13.5,-58.71,-22.209,-13.77,-19.76
6300,3,500,180,2000,-18.5,-91.58,-35.039,-54.59,-31.66
8000,3,500,180,2000,-26.3,-143.99,-54.749,-54.59,-48.46
10000,3,500,180,2000,-38.5,-217.36,-84.268,-54.59,-70.76
50,5,500,0,2000,0.4,3.32,2.972,2.91,-0.66
63,5,500,0,2000,0.4,3.3,2.837,2.91,5.64
80,5,500,0,2000,0.4,3.27,2.847,2.91,7.94
100,5,500,0,2000,0.3,2.34,1.085,0.94,6.74
125,5,500,0,2000,0.3,2.28,0.94,0.94,4.44
160,5,500,0,2000,0.3,2.2,0.792,0.94,5.34
200,5,500,0,2000,0.2,2.1,-0.189,-0.35,3.34
250,5,500,0,2000,0.2,1.98,-0.329,-0.35,0.04
315,5,500,0,2000,0.1,1.84,-0.548,-0.35,-2.76
400,5,500,0,2000,0,1.68,0.349,0.2,2.44
500,5,500,0,2000,-0.1,1.53,0.173,0.2,5.04
630,5,500,0,2000,-0.1,1.35,-0.059,0.2,4.84
800,5,500,0,2000,-0.3,1.11,0.264,-0.09,2.54
1000,5,500,0,2000,-0.5,0.82,-0.16,-0.09,2.94
1250,5,500,0,2000,-0.7,0.39,-0.651,-0.09,2.44
1600,5,500,0,2000,-1.1,-0.34,-1.541,-2.89,1.34
2000,5,500,0,2000,-1.8,-1.37,-2.96,-2.89,-0.16
2500,5,500,0,2000,-2.7,-2.97,-5.031,-2.89,-2.56
3150,5,500,0,2000,-3.8,-5.56,-8.459,-13.77,-6.16
4000,5,500,0,2000,-5.7,-9.8,-13.83,-13.77,-11.56
5000,5,500,0,2000,-9.2,-15.99,-22.209,-13.77,-19.76
6300,5,500,0,2000,-14.3,-25.85,-35.039,-54.59,-31.66
8000,5,500,0,2000,-22.4,-41.57,-54.749,-54.59,-48.46
10000,5,500,0,2000,-34.9,-63.58,-84.268,-54.59,-70.76
50,5,500,90,2000,0.4,3.3,2.972,2.91,2.64
63,5,500,90,2000,0.4,3.3,2.837,2.91,4.54
80,5,500,90,2000,0.4,3.29,2.847,2.91,6.14
100,5,500,90,2000,0.3,2.38,1.085,0.94,6.94
125,5,500,90,2000,0.3,2.36,0.94,0.94,5.44
160,5,500,90,2000,0.3,2.34,0.792,0.94,4.44
200,5,500,90,2000,0.2,2.31,-0.189,-0.35,3.54
250,5,500,90,2000,0.2,2.28,-0.329,-0.35,1.04
315,5,500,90,2000,0.1,2.24,-0.548,-0.35,-1.46
400,5,500,90,2000,0,2.2,0.349,0.2,-0.76
500,5,500,90,2000,-0.1,2.15,0.173,0.2,2.54
630,5,500,90,2000,-0.1,2.1,-0.059,0.2,4.54
800,5,500,90,2000,-0.3,2.04,0.264,-0.09,4.44
1000,5,500,90,2000,-0.5,1.96,-0.16,-0.09,3.04
1250,5,500,90,2000,-0.7,1.84,-0.651,-0.09,2.44
1600,5,500,90,2000,-1.1,1.64,-1.541,-2.89,1.34
2000,5,500,90,2000,-1.8,1.35,-2.96,-2.89,-0.16
2500,5,500,90,2000,-2.7,0.9,-5.031,-2.89,-2.56
3150,5,500,90,2000,-3.8,0.18,-8.459,-13.77,-6.16
4000,5,500,90,2000,-5.7,-0.99,-13.83,-13.77,-11.56
5000,5,500,90,2000,-9.2,-2.71,-22.209,-13.77,-19.76
6300,5,500,90,2000,-14.3,-5.45,-35.039,-54.59,-31.66
8000,5,500,90,2000,-22.4,-9.82,-54.749,-54.59,-48.46
10000,5,500,90,2000,-34.9,-15.93,-84.268,-54.59,-70.76
50,5,500,180,2000,0.4,5.65,2.972,2.91,1.34
63,5,500,180,2000,0.4,5.55,2.837,2.91,1.84
80,5,500,180,2000,0.4,5.36,2.847,2.91,3.34
100,5,500,180,2000,0.3,4.23,1.085,0.94,4.74
125,5,500,180,2000,0.3,3.87,0.94,0.94,4.74
160,5,500,180,2000,0.3,3.33,0.792,0.94,3.24
200,5,500,180,2000,0.2,2.68,-0.189,-0.35,2.94
250,5,500,180,2000,0.2,1.9,-0.329,-0.35,1.34
315,5,500,180,2000,0.1,1.02,-0.548,-0.35,0.24
400,5,500,180,2000,0,0.02,0.349,0.2,0.44
500,5,500,180,2000,-0.1,-0.99,0.173,0.2,1.14
630,5,500,180,2000,-0.1,-2.16,-0.059,0.2,3.04
800,5,500,180,2000,-0.3,-3.66,0.264,-0.09,3.94
1000,5,500,180,2000,-0.5,-5.55,-0.16,-0.09,3.24
1250,5,500,180,2000,-0.7,-8.31,-0.651,-0.09,2.44
1600,5,500,180,2000,-1.1,-13.02,-1.541,-2.89,1.34
2000,5,500,180,2000,-1.8,-19.69,-2.96,-2.89,-0.16
2500,5,500,180,2000,-2.7,-30.01,-5.031,-2.89,-2.56
3150,5,500,180,2000,-3.9,-46.75,-8.459,-13.77,-6.16
4000,5,500,180,2000,-5.8,-74.09,-13.83,-13.77,-11.56
5000,5,500,180,2000,-9.2,-114,-22.209,-13.77,-19.76
6300,5,500,180,2000,-14.3,-177.62,-35.039,-54.59,-31.66
8000,5,500,180,2000,-22.4,-279.07,-54.749,-54.59,-48.46
10000,5,500,180,2000,-34.9,-421.06,-84.268,-54.59,-70.76
50,7,500,0,2000,0.4,3.32,2.972,2.91,4.54
63,7,500,0,2000,0.4,3.3,2.837,2.91,7.94
80,7,500,0,2000,0.4,3.27,2.847,2.91,8.04
100,7,500,0,2000,0.3,2.34,1.085,0.94,5.24
125,7,500,0,2000,0.3,2.28,0.94,0.94,4.64
160,7,500,0,2000,0.3,2.2,0.792,0.94,5.44
200,7,500,0,2000,0.2,2.1,-0.189,-0.35,3.24
250,7,500,0,2000,0.2,1.98,-0.329,-0.35,-1.16
315,7,500,0,2000,0.1,1.84,-0.548,-0.35,-1.76
400,7,500,0,2000,0,1.68,0.349,0.2,3.64
500,7,500,0,2000,-0.1,1.53,0.173,0.2,5.34
630,7,500,0,2000,-0.2,1.35,-0.059,0.2,4.14
800,7,500,0,2000,-0.3,1.11,0.264,-0.09,1.84
1000,7,500,0,2000,-0.5,0.82,-0.16,-0.09,3.04
1250,7,500,0,2000,-0.7,0.39,-0.651,-0.09,2.24
1600,7,500,0,2000,-1.1,-0.34,-1.541,-2.89,1.34
2000,7,500,0,2000,-1.7,-1.37,-2.96,-2.89,-0.16
2500,7,500,0,2000,-2.7,-2.97,-5.031,-2.89,-2.56
3150,7,500,0,2000,-3.7,-5.56,-8.459,-13.77,-6.16
4000,7,500,0,2000,-5.5,-9.8,-13.83,-13.77,-11.56
5000,7,500,0,2000,-8.9,-15.99,-22.209,-13.77,-19.76
6300,7,500,0,2000,-13.9,-25.85,-35.039,-54.59,-31.66
8000,7,500,0,2000,-21.8,-41.57,-54.749,-54.59,-48.46
10000,7,500,0,2000,-34.2,-63.58,-84.268,-54.59,-70.76
50,7,500,90,2000,0.4,3.3,2.972,2.91,2.64
63,7,500,90,2000,0.4,3.3,2.837,2.91,4.54
80,7,500,90,2000,0.4,3.29,2.847,2.91,6.14
100,7,500,90,2000,0.3,2.38,1.085,0.94,6.94
125,7,500,90,2000,0.3,2.37,0.94,0.94,5.44
160,7,500,90,2000,0.3,2.35,0.792,0.94,4.44
200,7,500,90,2000,0.2,2.33,-0.189,-0.35,3.54
250,7,500,90,2000,0.2,2.3,-0.329,-0.35,1.04
315,7,500,90,2000,0.1,2.27,-0.548,-0.35,-1.46
